1648,"Carga Express Internacional",\N,"","EST","CARGAINTER","Mexico","N"
1649,"Cargo 360",\N,"GG","GGC","LONG-HAUL","United States","N"
1650,"Cargo Express",\N,"","MCX","MAURICARGO","Mauritania","N"
1651,"Cargo Ivoire",\N,"","CRV","CARGOIV","Ivory Coast","N"
1652,"Cargo Link (Caribbean)",\N,"","CLM","CARGO LINK","Barbados","N"
1653,"Cargo Three",\N,"","CTW","THIRD CARGO","Panama","N"
1654,"Cargoitalia",\N,"2G","CRG","WHITE PELICAN","Italy","N"
1655,"Cargojet Airways",\N,"W8","CJT","CARGOJET","Canada","N"
1656,"Cargolux",\N,"CV","CLX","CARGOLUX","Luxembourg","N"
1657,"Cargoman",\N,"","CGM","HOTEL CHARLIE","Oman","N"
1658,"Carib Aviation",\N,"","DEL","RED TAIL","Antigua and Barbuda","N"
1659,"Carib Express",\N,"","BCB","WAVEBIRD","Barbados","N"
1660,"Caribair",\N,"","CBC","CARIBAIR","Dominican Republic","N"
1661,"Caribbean Air Cargo",\N,"","DCC","CARICARGO","Barbados","N"
1662,"Caribbean Air Transport",\N,"","CLT","CARIBBEAN","Netherlands","N"
1663,"Caribbean Airlines",\N,"BW","BWA","CARIBBEAN AIRLINES","Trinidad and Tobago","Y"
1664,"Caribbean Airways",\N,"","IQQ","CARIBJET","Barbados","N"
1665,"Caribbean Express",\N,"","TLC","CARIB-X","United States","N"
1666,"Caribbean Star Airlines",\N,"8B","GFI","CARIB STAR","Antigua and Barbuda","N"
1667,"Caribintair",\N,"","CRT","CARIBINTAIR","Haiti","N"
1668,"Carill Aviation",\N,"","CVG","CARILL","United Kingdom","N"
1669,"Carpatair",\N,"V3","KRP","CARPATAIR","Romania","Y"
1670,"Carranza",\N,"","CRR","CARRANZA","Chile","N"
1671,"Carroll Air Service",\N,"","ULS","ULSTER","United States","N"
1672,"Casement Aviation",\N,"","CMT","CASEMENT","United States","N"
1673,"Casino Airline",\N,"","CSO","CASAIR","United States","N"
1674,"Casper Air Service",\N,"","CSP","CASPER AIR","United States","N"
1675,"Caspian Airlines",\N,"RV","CPN","CASPIAN","Iran","Y"
1676,"Castle Aviation",\N,"","CSJ","CASTLE","United States","N"
1677,"Cat Aviation",\N,"","CAZ","EUROCAT","Switzerland","N"
1678,"Catalina Flying Boats",\N,"","CBT","CATALINA AIR","United States","N"
1679,"Catex",\N,"","TEX","CATEX","France","N"
1680,"Cathay Pacific",\N,"CX","CPA","CATHAY","Hong Kong SAR of China","Y"
1681,"Caverton Helicopters",\N,"","CJR","CAVERTON AIR","Nigeria","N"
1682,"Cayman Airways",\N,"KX","CAY","CAYMAN","Cayman Islands","Y"
1683,"Cebu Pacific",\N,"5J","CEB","CEBU AIR","Philippines","Y"
1684,"Cecil Aviation",\N,"","CIL","CECIL","United Kingdom","N"
1685,"Cega Aviation",\N,"","CEG","CEGA","United Kingdom","N"
1686,"Celtic Airways",\N,"","CEC","CELTAIR","United Kingdom","N"
1687,"Celtic West",\N,"","CWE","CELTIC","United Kingdom","N"
1688,"Centavia",\N,"7N","CNA","","Serbia","N"
1689,"Cente D'Essais En Vol",\N,"","CEV","CENTEV","France","N"
1690,"Centennial Airlines",\N,"","CNL","WYO-AIR","United States","N"
1691,"Centennial Flight Centre",\N,"","CNS","CENTENNIAL","Canada","N"
1692,"Center Vol",\N,"","CVO","CENTERVOL","Spain","N"
1693,"Center-South",\N,"","CTS","CENTER-SOUTH","Russia","N"
1694,"Centrafrican Airlines",\N,"","CET","CENTRAFRICAIN","Central African Republic","N"
1695,"Central Air Express",\N,"","CAX","CENTRAL EXPRESS","Democratic Republic of Congo","N"
1696,"Central Airlines",\N,"","CTL","CENTRAL COMMUTER","United States","N"
1697,"Central Airways",\N,"","CNY","CENTRAL LEONE","Sierra Leone","N"
1698,"Central American Airlines",\N,"","ACN","AEROCENTRO","Nicaragua","N"
1699,"Central Aviation",\N,"","YOG","YOGAN AIR","United States","N"
1700,"Central Connect Airlines",\N,"","CCG","","Czech Republic","Y"
1701,"Central De Discos De Reynosa",\N,"","DRN","DISCOS REYNOSA","Mexico","N"
1702,"Central European Airlines",\N,"","CMA","EUROCENTRAL","Czech Republic","N"
1703,"Central Flying Service",\N,"","CHA","CHARTER CENTRAL","United States","N"
1704,"Central Mongolia Airways",\N,"","CEM","CENTRAL MONGOLIA","Mongolia","N"
1705,"Central Mountain Air",\N,"","GLR","GLACIER","Canada","N"
1706,"Central Queensland Aviation College",\N,"","CQC","","Australia","N"
1707,"Central Skyport",\N,"","CSI","SKYPORT","United States","N"
1708,"Centralwings",\N,"C0","CLW","CENTRALWINGS","Poland","Y"
1709,"Centre Airlines",\N,"","DTV","DUTCH VALLEY","United States","N"
1710,"Centre of Applied Geodynamica",\N,"","CGS","GEO CENTRE","Russia","N"
1711,"Centre-Avia",\N,"J7","CVC","AVIACENTRE","Russia","N"
1712,"Centro De Helicopteros Corporativos",\N,"","CCV","HELICORPORATIVO","Mexico","N"
1713,"Centro de Formacion Aeronautica de Canarias",\N,"","ACF","FORCAN","Spain","N"
1714,"Centurion Air Cargo",\N,"WE","CWC","CHALLENGE CARGO","United States","N"
1715,"Century Aviation",\N,"","URY","CENTURY AVIA","Mexico","N"
1716,"Century Aviation International",\N,"","HAI","","Canada","N"
1717,"Certified Air Dispatch",\N,"","XAD","","United States","N"
1718,"Cetraca Aviation Service",\N,"","CER","CETRACA","Democratic Republic of the Congo","N"
1719,"Chabahar Airlines",\N,"","IRU","CHABAHAR","Iran","N"
1720,"Chalair Aviation",\N,"","CLG","CHALLAIR","France","N"
1721,"Chalk's Ocean Airways",\N,"OP","CHK","CHALKS","United States","N"
1722,"Challenge Air Transport",\N,"","CLS","AIRISTO","Germany","N"
1723,"Challenge Aviation",\N,"","CHS","CHALLENGE AVIATION","Australia","N"
1724,"Challenge International Airlines",\N,"","OFF","CHALLENGE AIR","United States","N"
1725,"AC Challenge Aero",\N,"","CHG","SKY CHALLENGER","Ukraine","N"
1726,"Champagne Airlines",\N,"","CPH","CHAMPAGNE","France","N"
1727,"Champion Air",\N,"MG","CCP","CHAMPION AIR","United States","N"
1728,"Chanchangi Airlines",\N,"","NCH","CHANCHANGI","Nigeria","N"
1729,"Changan Airlines",\N,"2Z","CGN","CHANGAN","China","N"
1730,"Channel Island Aviation",\N,"","CHN","CHANNEL","United States","N"
1731,"Chantilly Air",\N,"","WML","MARLIN","United States","N"
1732,"Chaparral Airlines",\N,"","CPL","CHAPARRAL","United States","N"
1733,"Chari Aviation Services",\N,"S8","CSU","CHARI SERVICE","Chad","N"
1734,"Charlan Air Charter",\N,"","CAH","CHARLAN","South Africa","N"
1735,"Charlie Hammonds Flying Service",\N,"","HMD","HAMMOND","United States","N"
1736,"Charlotte Air National Guard",\N,"","CGD","","United States","N"
1737,"Charter Air",\N,"","CHW","CHARTER WIEN","Austria","Y"
1738,"Chartright Air",\N,"","HRT","CHARTRIGHT","Canada","N"
1739,"Chautauqua Airlines",\N,"RP","CHQ","CHAUTAUQUA","United States","Y"
1740,"Cheboksary Airenterprise JSC",\N,"","CBB","CHEBAIR","Russia","N"
1741,"Chemech Aviation",\N,"","CHM","","Pakistan","N"
1742,"Cherline",\N,"","CHZ","CHERL","Russia","N"
1743,"Chernomor-Avia",\N,"","CMK","CHERAVIA","Russia","N"
1744,"Cherokee Express",\N,"","CBM","BLUE MAX","United States","N"
1745,"Cherry Air",\N,"","CCY","CHERRY","United States","N"
1746,"Chesapeake Air Service",\N,"","CAB","CHESAPEAKE AIR","United States","N"
1747,"Chevron U.S.A",\N,"","CVR","CHEVRON","United States","N"
1748,"Cheyenne Airways",\N,"","CYA","CHEYENNE AIR","United States","N"
1749,"Chicago Air",\N,"","CGO","WILD ONION","United States","N"
1750,"Chicago Express",\N,"C8","WDY","WINDY CITY","United States","N"
1751,"Chief Rat Flight Services",\N,"","RAT","RIVERRAT","South Africa","N"
1752,"Chilchota Taxi Aereo",\N,"","CCH","CHILCHOTA","Mexico","N"
1753,"Chilcotin Caribou Aviation",\N,"","DES","CHILCOTIN","Canada","N"
1754,"Chilliwack Aviation",\N,"","CAD","CHILLIWACKAIR","Canada","N"
1755,"Chim-Nir Aviation",\N,"","ETN","CHMINIR","Israel","N"
1756,"China Airlines",\N,"CI","CAL","DYNASTY","Taiwan","Y"
1757,"China Cargo Airlines",\N,"CK","CKK","CARGO KING","China","N"
1758,"China Eastern Airlines",\N,"MU","CES","CHINA EASTERN","China","Y"
1759,"China Express Airlines",\N,"","HXA","CHINA EXPRESS","China","N"
1760,"China Flying Dragon Aviation",\N,"","CFA","FEILONG","China","N"
1761,"China General Aviation Corporation",\N,"","CTH","TONGHANG","China","N"
1762,"China National Aviation Corporation",\N,"","CAG","CHINA NATIONAL","China","N"
1763,"China Northern Airlines",\N,"CJ","CBF","CHINA NORTHERN","China","Y"
1764,"China Northwest Airlines",\N,"WH","CNW","CHINA NORTHWEST","China","N"
1765,"China Ocean Helicopter Corporation",\N,"","CHC","CHINA HELICOPTER","China","N"
1766,"China Postal Airlines",\N,"8Y","CYZ","CHINA POST","China","N"
1767,"China Southern Airlines",\N,"CZ","CSN","CHINA SOUTHERN","China","Y"
1768,"China Southwest Airlines",\N,"","CXN","CHINA SOUTHWEST","China","N"
1769,"China United Airlines",\N,"HR","CUA","LIANHANG","China","Y"
1770,"China Xinhua Airlines",\N,"XO","CXH","XINHUA","China","N"
1771,"Yunnan Airlines",\N,"3Q","CYH","YUNNAN","China","Y"
1772,"Chinguetti Airlines",\N,"","CGU","CHINGUETTI","Mauritania","N"
1773,"Chipola Aviation",\N,"","CEP","CHIPOLA","United States","N"
1774,"Chippewa Air Commuter",\N,"","CPW","CHIPPEWA-AIR","United States","N"
1775,"Chitaavia",\N,"X7","CHF","CHITA","Russia","N"
1776,"Christman Air System",\N,"","CAS","CHRISTMAN","United States","N"
1777,"Christophorus Flugrettungsverein",\N,"","OEC","CHRISTOPHORUS","Austria","N"
1778,"Chrome Air Services",\N,"","CHO","CHROME AIR","United States","N"
1779,"Church Aircraft",\N,"","CHU","CHURCHAIR","United States","N"
1780,"Cielos Airlines",\N,"A2","CIU","CIELOS","Peru","N"
1781,"Cimber Air",\N,"QI","CIM","CIMBER","Denmark","Y"
1782,"Cirrus",\N,"","RRU","HELICIRRUS","Chile","N"
1783,"Cirrus Air",\N,"","NTS","NITE STAR","United States","N"
1784,"Cirrus Airlines",\N,"C9","RUS","CIRRUS AIR","Germany","Y"
1785,"Cirrus Middle East",\N,"","JTI","","Lebanon","N"
1786,"Citationshares",\N,"","FIV","FIVE STAR","United States","N"
1787,"Citibank",\N,"","XCX","","United States","N"
1788,"Citic General Aviation",\N,"","HZX","ZHONGXIN","China","N"
1789,"City Airline",\N,"CF","SDR","SWEDESTAR","Sweden","Y"
1790,"City Connexion Airlines",\N,"G3","CIX","CONNEXION","Burundi","Y"
1791,"City of Bangor",\N,"","XBG","","United States","N"
1792,"CityJet",\N,"WX","BCY","CITY-IRELAND","Ireland","Y"
1793,"Cityair (Chester) Limited",\N,"","CAQ","AIR CHESTER","United Kingdom","N"
1794,"Cityfly",\N,"","CII","CITYFLY","Italy","N"
1795,"Cityflyer Express",\N,"CJ","CFE","FLYER","United Kingdom","N"
1796,"Cityline Hungary",\N,"","CNB","CITYHUN","Hungary","N"
1797,"Citylink Airlines",\N,"","HSR","HOOSIER","United States","N"
1798,"Civair Airways",\N,"","CIW","CIVFLIGHT","South Africa","N"
1799,"Civil Air Patrol South Carolina Wing",\N,"","BKR","BOX KAR","United States","N"
1800,"Civil Air Transport",\N,"CT","CAT","Mandarin","Taiwan","N"
1801,"Civil Aviation Authority",\N,"","CIA","CALIMERA","Slovakia","N"
1802,"Civil Aviation Authority of New Zealand",\N,"","CIV","CIVAIR","New Zealand","N"
1803,"Civil Aviation Inspectorate of the Czech Republic",\N,"","CBA","CALIBRA","Czech Republic","N"
1804,"Claessens International Limited",\N,"","FMC","CLAESSENS","United Kingdom","N"
1805,"Clark Aviation",\N,"","CLK","CLARKAIR","United States","N"
1806,"Clasair",\N,"","CSF","CALEDONIAN","United Kingdom","N"
1807,"Clay Lacy Aviation",\N,"","CLY","CLAY-LACY","United States","N"
1808,"Click Airways",\N,"","CGK","CLICK AIR","Kyrgyzstan","Y"
1809,"Cloud 9 Air Charters",\N,"","CLZ","CLOUDLINE","South Africa","N"
1810,"Clowes Estates Limited",\N,"","CLD","CLOWES","United Kingdom","N"
1811,"Club 328",\N,"","SDJ","SPACEJET","United Kingdom","N"
1812,"Club Air",\N,"6P","ISG","CLUBAIR","Italy","N"
1813,"Coast Air",\N,"BX","CST","COAST CENTER","Norway","N"
1814,"Coastal Air",\N,"DQ","","U.S. Virgin Islands","United States","Y"
1815,"Coastal Air Transport",\N,"","TCL","TRANS COASTAL","United States","N"
1816,"Coastal Airways",\N,"","CNG","SID-AIR","United States","N"
1817,"Coastal Travels",\N,"","CSV","COASTAL TRAVEL","Tanzania","N"
1818,"Cohlmia Aviation",\N,"","CHL","COHLMIA","United States","N"
1819,"Colaereos",\N,"","OLR","COLAEREOS","Ecuador","N"
1820,"Colemill Enterprises",\N,"","CLE","COLEMILL","United States","N"
1821,"Colgan Air",\N,"9L","CJC","COLGAN","United States","Y"
1822,"Colibri Aviation",\N,"","CAE","HUMMINGBIRD","Canada","N"
1823,"Colt International",\N,"","CCX","","United States","N"
1824,"Columbia Airlines",\N,"","COL","COLAIR","Canada","N"
1825,"Columbia Helicopters",\N,"","WCO","COLUMBIA HELI","United States","N"
1826,"Columbus Air Transport",\N,"","KLR","KAY-LER","United States","N"
1827,"Colvin Aviation",\N,"","GHP","GRASSHOPPER EX","United States","N"
1828,"Comair",\N,"OH","COM","COMAIR","United States","Y"
1829,"Comair",\N,"MN","CAW","COMMERCIAL","South Africa","Y"
1830,"Comed Group",\N,"","CDE","COMEX","United Kingdom","N"
1831,"Comeravia",\N,"","CVV","COMERAVIA","Venezuela","N"
1832,"Comercial Aerea",\N,"","CRS","COMERCIAL AEREA","Mexico","N"
1833,"Comet Airlines",\N,"","CMG","SUNSPY","Nigeria","N"
1834,"Comfort Air",\N,"","FYN","FLYNN","Germany","N"
1835,"Comlux Aviation",\N,"","CLA","COMLUX","Switzerland","N"
1836,"Commair Aviation",\N,"","CMH","COMMODORE","United Kingdom","N"
1837,"Commandement Du Transport Aerien Militaire Francais",\N,"","CTM","COTAM","France","N"
1838,"Commander Air Charter",\N,"","CML","COMMANDAIR","Canada","N"
1839,"Commander Mexicana",\N,"","CRM","COMMANDERMEX","Mexico","N"
1840,"Commercial Aviation",\N,"","CMS","ACCESS","Canada","N"
1841,"Commodore Aviation",\N,"","GAR","","Australia","N"
1842,"Commonwealth Jet Service",\N,"","CJS","COMMONWEALTH","United States","N"
1843,"CommutAir",\N,"C5","UCA","COMMUTAIR","United States","Y"
1844,"Comores Airlines",\N,"KR","CWK","CONTICOM","Comoros","Y"
1845,"Compagnia Generale Ripreseaeree",\N,"","CGR","COMPRIP","Italy","N"
1846,"Compagnie Aerienne du Mali",\N,"","CMM","CAMALI","Mali","N"
1847,"Compagnie Mauritanienne Des Transports",\N,"","CPM","","Mauritania","N"
1848,"Compagnie de Bauxites de Guinee",\N,"","GIC","CEBEGE","Guinea","N"
1849,"Compania Aerea de Valencia",\N,"","AIF","","Spain","N"
1850,"Compania Aerotecnicas Fotograficas",\N,"","ATF","AEROTECNICAS","Spain","N"
1851,"Compania Boliviana de Transporte Aereo Privado Aerosur",\N,"","ASU"," S.A.","ASUR","N"
1852,"Compania De Actividades Y Servicios De Aviacion",\N,"","LCT","STELLAIR","Spain","N"
1853,"Compania Ejecutiva",\N,"","EJV","EJECUTIVA","Mexico","N"
1854,"Compania Helicopteros Del Sureste",\N,"","HSE","HELISURESTE","Spain","N"
1855,"Compania Mexicana De Aeroplanos",\N,"","MDR","AEROPLANOS","Mexico","N"
1856,"Compania Mexicargo",\N,"GJ","MXC","MEXICARGO","Mexico","N"
1857,"Compania Transportes Aereos Del Sur",\N,"","HSS","TAS HELICOPTEROS","Spain","N"
1858,"Compania de Servicios Aereos Tavisa",\N,"","TAV","TAVISA","Spain","N"
1859,"Company Flight",\N,"","CYF","COMPANY FLIGHT","Denmark","N"
1860,"Compass Airlines",\N,"CP","CPZ","Compass Rose","United States","Y"
1861,"Compass International Airways",\N,"","CPS","COMPASS","United Kingdom","N"
1862,"Compuflight Operations Service",\N,"","XCO","","United States","N"
1863,"Compuserve Incorporated",\N,"","XCS","","United States","N"
1864,"Conair Aviation",\N,"","CRC","CONAIR-CANADA","Canada","N"
1865,"Concordavia",\N,"","COD","CONCORDAVIA","Ukraine","N"
1866,"Condor Aero Services",\N,"","CNR","CONAERO","United States","N"
1867,"Condor",\N,"","CIB","CONDOR BERLIN","Germany","N"
1868,"Condor Flugdienst",\N,"DE","CFG","CONDOR","Germany","Y"
1869,"Confort Air",\N,"","COF","CONFORT","Canada","N"
1870,"Congo Air",\N,"","CAK","","Bahamas","N"
1871,"Congressional Air",\N,"","CGA","CONGRESSIONAL","United States","N"
1872,"Conifair Aviation",\N,"","ROY","","Canada","N"
1873,"Connectair Charters",\N,"","BSN","BASTION","Canada","N"
1874,"Conquest Airlines",\N,"","CAC","CONQUEST AIR","United States","N"
1875,"Conroe Aviation Services",\N,"","CXO","CONROE AIR","United States","N"
1876,"Consorcio Aviaxsa",\N,"6A","CHP","AVIACSA","Mexico","Y"
1877,"Consorcio Helitec",\N,"","VCH","CONSORCIO HELITEC","Venezuela","N"
1878,"Constanta Airline",\N,"","UZA","CONSTANTA","Ukraine","N"
1879,"Contact Air","Contactair","C3","KIS","CONTACTAIR","Germany","Y"
1880,"Contel ASC",\N,"","XCL","","United States","N"
1881,"Continental Airlines",\N,"CO","COA","CONTINENTAL","United States","Y"
1882,"Continental Airways",\N,"PC","PVV","CONTAIR","Russia","N"
1883,"Continental Express",\N,"CO","","JETLINK","United States","Y"
1884,"Continental Micronesia",\N,"CS","CMI","AIR MIKE","United States","Y"
1885,"Continental Oil",\N,"","CON","CONOCO","United States","N"
1886,"Conviasa",\N,"V0","VCV","CONVIASA","Venezuela","Y"
1887,"Cook Inlet Aviation",\N,"","CKA","COOK-AIR","United States","N"
1888,"Cooper Aerial Surveys",\N,"","SVY","SURVEYOR","United Kingdom","N"
1889,"Copa Airlines",\N,"CM","CMP","COPA","Panama","Y"
1890,"Copenhagen Airtaxi",\N,"","CAT","AIRCAT","Denmark","N"
1891,"Copper State Air Service",\N,"","COP","COPPER STATE","United States","N"
1892,"Copterline",\N,"","AAQ","COPTERLINE","Finland","Y"
1893,"Coptrade Air Transport",\N,"","CCW","COPTRADE AIR","Sudan","N"
1894,"Corendon Airlines",\N,"","CAI","CORENDON","Turkey","Y"
1895,"Coronado Aerolineas",\N,"","CRA","CORAL","Colombia","N"
1896,"Corpac Canada",\N,"","CPB","PENTA","Canada","N"
1897,"Corporacion Aereo Cencor",\N,"","CNC","CENCOR","Mexico","N"
1898,"Corporacion Aeroangeles",\N,"","CPG","CORPORANG","Mexico","N"
1899,"Corporacion Paraguaya De Aeronautica",\N,"","CGY","","Paraguay","N"
1900,"Corporate Air",\N,"","CPT","AIR SPUR","United States","N"
1901,"Corporate Air",\N,"","CPR","CORPAIR","United States","N"
1902,"Corporate Aircraft Company",\N,"","CPO","MOKAN","United States","N"
1903,"Corporate Airlink",\N,"","COO","CORPORATE","Canada","N"
1904,"Corporate Aviation Services",\N,"","CKE","CHECKMATE","United States","N"
1905,"Corporate Flight International",\N,"","VHT","VEGAS HEAT","United States","N"
1906,"Corporate Flight Management",\N,"","VTE","VOLUNTEER","United States","N"
1907,"Corporate Jets",\N,"","CJI","SEA JET","United States","N"
1908,"Corsairfly",\N,"SS","CRL","CORSAIR","France","Y"
1909,"Corse-Mediterranee",\N,"XK","CCM","CORSICA","France","Y"
1910,"Cosmic Air",\N,"F5","COZ","COSMIC AIR","Nepal","N"
1911,"Cougar Helicopters",\N,"","CHI","COUGAR","Canada","N"
1912,"Coulson Flying Service",\N,"","MGB","MOCKINGBIRD","United Kingdom","N"
1913,"Country Connection Airlines",\N,"","NSW","","Australia","N"
1914,"Country International Airlines",\N,"","CIK","COUNTRY AIR","Kyrgyzstan","N"
1915,"Courier Services",\N,"","CSD","DELIVERY","United States","N"
1916,"Court Helicopters",\N,"","CUT","COURT AIR","South Africa","N"
1917,"Coval Air",\N,"","CVL","COVAL","Canada","N"
1918,"Cowi",\N,"","COW","COWI","Netherlands","N"
1919,"Coyne Aviation",\N,"","COY","COYNE AIR","United Kingdom","N"
1920,"Cranfield University",\N,"","CFD","AERONAUT","United Kingdom","N"
1921,"Cree Airways",\N,"","CRE","CREE AIR","Canada","N"
1922,"Crelam",\N,"","ELM","CRELAM","Mexico","N"
1923,"Crest Aviation",\N,"","CAN","CREST","United Kingdom","Y"
1924,"Crimea Universal Avia",\N,"","KRM","TRANS UNIVERSAL","Ukraine","N"
1925,"Croatia Airlines",\N,"OU","CTN","CROATIA","Croatia","Y"
1926,"Croatian Air Force",\N,"","HRZ","CROATIAN AIRFORCE","Croatia","N"
1927,"Cross Aviation",\N,"","CRX","CROSSAIR","United Kingdom","N"
1928,"Crossair Europe",\N,"QE","ECC","Cigogne","Switzerland","N"
1929,"Crow Executive Air",\N,"","CWX","CROW EXPRESS","United States","N"
1930,"Crown Air Systems",\N,"","CKR","CROWN AIR","United States","N"
1931,"Crown Airways",\N,"","CRO","CROWN AIRWAYS","United States","Y"
1932,"Crownair",\N,"","CRW","REGAL","Canada","N"
1933,"Cruiser Linhas Aereas",\N,"","VCR","VOE CRUISER","Brazil","N"
1934,"Cryderman Air Service",\N,"","CTY","CENTURY","United States","N"
1935,"Crystal Shamrock",\N,"","CYT","CRYSTAL-AIR","United States","N"
1936,"Cubana de Aviación",\N,"CU","CUB","CUBANA","Cuba","Y"
1937,"Cumberland Airways (Nicholson Air Service)",\N,"","CBL","CUMBERLAND","United States","N"
1938,"Custom Air Transport",\N,"","CTT","CATT","United States","N"
1939,"Cygnus Air",\N,"","RGN","CYGNUS AIR","Spain","N"
1940,"Cyprair Tours",\N,"","CYC","CYPRAIR","Cyprus","N"
1941,"Cypress Airlines",\N,"","CYS","SKYBIRD","Canada","N"
1942,"Cyprus Airways",\N,"CY","CYP","CYPRUS","Cyprus","Y"
1943,"Cyprus Turkish Airlines",\N,"YK","","","Turkey","Y"
1944,"Czech Air Force",\N,"","CEF","CZECH AIR FORCE","Czech Republic","N"
1945,"Czech Air Handling",\N,"","AHD","AIRHANDLING","Czech Republic","N"
1946,"Czech Airlines","CSA Czech Airlines","OK","CSA","CSA-LINES","Czech Republic","Y"
1947,"Czech Government Flying Service",\N,"","CIE","CZECHIA","Czech Republic","N"
1948,"D & D Aviation",\N,"","DDA","DUSTY","United States","N"
1949,"D&K Aviation",\N,"","DNK","DIRECT JET","United States","N"
1950,"DAP Helicopteros",\N,"","DHE","HELIDAP","Chile","N"
1951,"DFS UK Limited",\N,"","VLF","VOLANTE","United Kingdom","N"
1952,"DAS Air Cargo",\N,"WD","DSR","DAIRAIR","Uganda","N"
1953,"DAS Airlines",\N,"","RKC","DAS CONGO","Democratic Republic of the Congo","N"
1954,"DAT Danish Air Transport",\N,"DX","DTR","DANISH","Denmark","Y"
1955,"DAT Enterprise Limited",\N,"","ENT","DATENT","United Kingdom","N"
1956,"DERA Boscombe Down",\N,"","BDN","GAUNTLET","United Kingdom","N"
1957,"DESNA",\N,"","DSN","DESNA","Ukraine","N"
1958,"DETA Air",\N,"","DET","SAMAL","Kazakhstan","N"
1959,"DGO Jet",\N,"","DGO","DGO JET","Mexico","N"
1960,"DHL Aero Expreso",\N,"","DAE","YELLOW","Panama","N"
1961,"DHL Air",\N,"","DHK","WORLD EXPRESS","United Kingdom","N"
1962,"DHL Aviation",\N,"","DHV","WORLDSTAR","South Africa","N"
1963,"DHL International",\N,"ES","DHX","DILMUN","Bahrain","N"
1964,"DHL de Guatemala",\N,"L3","JOS","","Guatemala","N"
1965,"DSWA",\N,"","RSK","REDSKIN","United States","N"
1966,"Daallo Airlines",\N,"D3","DAO","DALO AIRLINES","Djibouti","Y"
1967,"Dagestan Airlines",\N,"N2","DAG","DAGAL","Russia","N"
1968,"Dahla Airlines",\N,"","DHA","","Democratic Republic of Congo","N"
1969,"Daimler Chrysler Aviation",\N,"","DCS","TWIN STAR","Germany","N"
1970,"Daimler-Chrysler",\N,"","DCX","DAIMLER","United States","N"
1971,"Daka",\N,"","DKA","","Kazakhstan","N"
1972,"Dala Air Services",\N,"","DLR","DALA AIR","Nigeria","N"
1973,"Dalavia",\N,"H8","KHB","DALAVIA","Russia","Y"
1974,"Dallas Express Airlines",\N,"","DXP","DALLAS EXPRESS","United States","N"
1975,"Damascene Airways",\N,"","DAS","AIRDAM","Syrian Arab Republic","N"
1976,"Danbury Airways",\N,"","DSA","DANBURY AIRWAYS","United States","N"
1977,"Dancopter",\N,"","DOP","DANCOPTER","Denmark","N"
1978,"Danish Air Force",\N,"","DAF","DANISH AIRFORCE","Denmark","N"
1979,"Danish Army",\N,"","DAR","DANISH ARMY","Denmark","N"
1980,"Danish Navy",\N,"","DNY","DANISH NAVY","Denmark","N"
1981,"Danu Oro Transportas",\N,"","DNU","DANU","Lithuania","N"
1982,"Darta",\N,"","DRT","DARTA","France","N"
1983,"Darwin Airline",\N,"0D","DWT","DARWIN","Switzerland","Y"
1984,"Dasab Airlines",\N,"","DSQ","DASAB AIR","Uganda","N"
1985,"Dash Air Charter",\N,"","DSH","DASH CHARTER","United States","N"
1986,"Dash Aviation",\N,"","GOB","PILGRIM","United Kingdom","N"
1987,"Dasnair",\N,"","DGX","DASNA","Switzerland","N"
1988,"Dassault Aviation",\N,"","DAB","","France","N"
1989,"Dassault Falcon Jet Corporation",\N,"","CVF","CLOVERLEAF","United States","N"
1990,"Dassault Falcon Service",\N,"","DSO","DASSAULT","France","N"
1991,"Data International",\N,"","DTN","DATA AIR","Sudan","N"
1992,"Date Transformation Corp",\N,"","XDT","","United States","N"
1993,"Dauair",\N,"D5","DAU","DAUAIR","Germany","N"
1994,"David Crawshaw Consultants Limited",\N,"","DCO","","United Kingdom","N"
1995,"Dawn Air",\N,"","DWN","DAWN AIR","United States","N"
1996,"DayJet",\N,"","DJS","DAYJET","United States","N"
1997,"Daya Aviation",\N,"","DAY","DAYA","Sri Lanka","N"
1998,"De Havilland",\N,"","DHC","DEHAVILLAND","Canada","N"
1999,"Deadalos Flugtbetriebs",\N,"","IAY","IASON","Austria","N"
2000,"Decatur Aviation",\N,"","DAA","DECUR","United States","N"
2001,"Deccan Aviation",\N,"","DKN","DECCAN","India","N"
2002,"Deccan Aviation (Lanka)",\N,"","DLK","DEKKANLANKA","Sri Lanka","N"
2003,"Deer Jet",\N,"","DER","DEER JET","China","N"
2004,"Deere and Company",\N,"","JDC","JOHN DEERE","United States","N"
2005,"Delaware Skyways",\N,"","DWR","DELAWARE","United States","N"
2006,"Delta Aerotaxi",\N,"","DEA","JET SERVICE","Italy","Y"
2007,"Delta Air Charter",\N,"","SNO","SNOWBALL","Canada","N"
2008,"Delta Air Elite",\N,"","ELJ","ELITE JET","United States","N"
2009,"Delta Air Lines",\N,"DL","DAL","DELTA","United States","Y"
2010,"Delta Engineering Aviation",\N,"","KMB","KEMBLEJET","United Kingdom","N"
2011,"Delta Express International",\N,"","DLI","DELTA EXPRESS","Ukraine","N"
2012,"Delta State University",\N,"","DSU","DELTA STATE","United States","N"
2013,"Denim Air",\N,"","DNM","DENIM","Netherlands","Y"
2014,"Denver Express",\N,"","FEC","FALCON EXPRESS","United States","N"
2015,"Denver Jet",\N,"","DJT","DENVER JET","United States","N"
